id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
WDBVXC0040HWT_1639,"WD My Cloud Home 4TB","WD My Cloud Home 4TB",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk20.jpg,http://shopacg.bmic.edu.vn/san-pham/wd-my-cloud-home-4tb/,"Ổ CỨNG GẮN NGOÀI","Shop Linh Kiện Máy Tính",5299000VND,in stock,WDBVXC0040HWT_1639,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1639,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5299000VND,new,published,,
WDBPKJ0050BBK_1637,"WD My Passport 5TB Black 2.5inch USB 3.2","WD My Passport 5TB Black 2.5inch USB 3.2",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk19.jpg,http://shopacg.bmic.edu.vn/san-pham/wd-my-passport-5tb-black-2-5inch-usb-3-2/,"Ổ CỨNG GẮN NGOÀI","Shop Linh Kiện Máy Tính",5849000VND,in stock,WDBPKJ0050BBK_1637,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1637,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5849000VND,new,published,,
WDE_1635,"WD Element 3TB-2.5'- USB3.0","WD Element 3TB-2.5'- USB3.0",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk18.jpg,http://shopacg.bmic.edu.vn/san-pham/wd-element-3tb-2-5-usb3-0/,"Ổ CỨNG GẮN NGOÀI","Shop Linh Kiện Máy Tính",3289000VND,in stock,WDE_1635,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1635,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3289000VND,new,published,,
W5P-U3-30_1633,"Bộ chia USB 3.0 Orico W5P-U3-30","Bộ chia USB 3.0 Orico W5P-U3-30",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk17.jpg,http://shopacg.bmic.edu.vn/san-pham/bo-chia-usb-3-0-orico-w5p-u3-30/,"ĐẦU CHUYỂN ĐỔI","Shop Linh Kiện Máy Tính",195000VND,in stock,W5P-U3-30_1633,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1633,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,195000VND,new,published,,
HDMI-10M-CC_1631,"Dây HDMI Cable loại 10.0M (Chống chuột, vỏ bọc loại 1)","Dây HDMI Cable loại 10.0M (Chống chuột, vỏ bọc loại 1)",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk16.jpg,http://shopacg.bmic.edu.vn/san-pham/day-hdmi-cable-loai-10-0m-chong-chuot-vo-boc-loai-1/,"DÂY CÁP CÁC LOẠI","Shop Linh Kiện Máy Tính",570000VND,in stock,HDMI-10M-CC_1631,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1631,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,570000VND,new,published,,
wc_post_id_1629,"Asus Zenbook UX434FAC-A6064T/ i5-10210U/ 8GD/ SSD 512GB/ 14.0'/ W110/ Blue","THÔNG SỐ KỸ THUẬT 
 
 
 
Hãng sản xuất                                                 HP 
 
 
Tên sản phẩm                                                 Zenbook 14 UX434FAC-A6064T 
 
 
Bộ vi xử lý 
 
 
Bộ vi xử lý 
Intel Core i5-10210U 
 
 
Tốc độ 
(1.60GHz upto 4.20GHz, 4Cores 8Threads, 6MB) 
 
 
Bộ nhớ đệm 
6MB Cache 
 
 
Bộ nhớ trong (RAM) 
 
 
Dung lượng 
8GB 
 
 
Ổ cứng 
 
 
Dung lượng 
512GB SSD 
 
 
Hiển thị 
 
 
Màn hình 
14.0' FHD 
 
 
Độ phân giải 
1920 x 1080 
 
 
Đồ Họa (VGA) 
 
 
Card màn hình 
Intel UHD Graphics 620 
 
 
Kết nối (Network) 
 
 
Wireless 
Wi-Fi 6(Gig+)(802.11ax) 
 
 
LAN 
 
 
 
Bluetooth 
Bluetooth 5.0 (Dual band) 2*5 
 
 
Bàn phím , Chuột 
 
 
Kiểu bàn phím` 
Bàn phím tiêu chuẩn- Đèn nền bàn phím 
 
 
Chuột 
Cảm ứng đa điểm 
 
 
Giao tiếp mở rộng 
 
 
Kết nối USB 
1x USB 2.0 
 
 
1x USB3.1 Type A (Gen2) 
 
 
1x USB3.1 Type C (Gen 1) 
 
 
Kết nối HDMI/VGA 
1x HDMI 
 
 
Tai nghe 
1x Headphone-out & Audio-in Combo Jack 
 
 
Camera 
HD Camera with integrated digital microphone 
 
 
Card mở rộng 
1x Micro SD 
 
 
LOA 
2 Loa 
 
 
Kiểu Pin 
3-cell, 50WHrs 
 
 
Sạc pin 
Đi kèm 
 
 
Hệ điều hành (bản quyền) đi kèm 
Windows 10 64bit 
 
 
Kích thước (Dài x Rộng x Cao) 
31.9(W) x 19.9(D) x 1.75 ~ 1.82 (H) cm 
 
 
Trọng Lượng 
1.35 kg 
 
 
Màu sắc 
Royal Blue",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/asus_2.jpg,http://shopacg.bmic.edu.vn/san-pham/asus-zenbook-ux434fac-a6064t-i5-10210u-8gd-ssd-512gb-14-0-w110-blue/,"ASUS","Shop Linh Kiện Máy Tính",22990000VND,in stock,wc_post_id_1629,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1629,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,22990000VND,new,published,,
USB 3.0 ADAPTER INTERNAL_1627,"USB 3.0 Bracket Adapter - Đầu chuyển tiện dụng USB 3.0","USB 3.0 Bracket Adapter - Đầu chuyển tiện dụng USB 3.0",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk15.jpg,http://shopacg.bmic.edu.vn/san-pham/usb-3-0-bracket-adapter-dau-chuyen-tien-dung-usb-3-0/,"ĐẦU CHUYỂN ĐỔI, LINH KIỆN KHÁC","Shop Linh Kiện Máy Tính",370000VND,in stock,USB 3.0 ADAPTER INTERNAL_1627,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1627,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,370000VND,new,published,,
wc_post_id_1612,"Asus Zenbook UX481FL-BM048T/ i5-10210U/ 8GD/ 512G- SSF/ 14.0/ VGA 2GD5/ W10","THÔNG SỐ KỸ THUẬT 
 
 
 
Hãng sản xuất                                        Asus 
 
 
Tên sản phẩm                                        Zenbook Duo UX481FL-BM048T 
 
 
Bộ vi xử lý 
 
 
Bộ vi xử lý 
Intel Core i5-10210U 
 
 
Tốc độ 
1.6 Upto 4.2GHz, 4 nhân 8 luồng 
 
 
Bộ nhớ đệm 
6MB Cache 
 
 
Bộ nhớ trong 
 
 
Dung lượng 
8GB 
 
 
Ổ cứng 
 
 
Dung lượng 
512GB PCIe SSD 
 
 
Hiển thị 
 
 
Màn hình 
14.0Inch Full HD 
 
 
Độ phân giải 
1920x1080 
 
 
Đồ Họa (VGA) 
 
 
Card màn hình 
NVIDIA® GeForce® MX250 2GB GDDR5 
 
 
Kết nối (Network) 
 
 
Wireless 
Intel Wi-Fi 6 với hiệu năng Gig+ (802.11ax) 
 
 
Lan 
 
 
 
Bluetooth 
Bluetooth v5.0 
 
 
Bàn phím , Chuột 
 
 
Kiểu bàn phím 
Bàn phím tiêu chuẩn 
 
 
Chuột 
Cảm ứng đa điểm 
 
 
Giao tiếp mở rộng 
 
 
Kết nối USB 
1 x USB 3.1 thế hệ 2 Type-C™ (lên đến 10Gbps) 
 
 
1 x USB 3.1 thế hệ 2 Type-A (lên đến 10Gbps) 
 
 
1 x USB 3.1 thế hệ 1 Type-A (lên đến 5Gbps) 
 
 
Kết nối HDMI/VGA 
1xHDMI 
 
 
Khe cắm thẻ nhớ 
Có 
 
 
Tai nghe 
1 x Giắc cắm âm thanh combo 
 
 
Camera 
HD camera 
 
 
Dung lượng pin 
4-cell 70Whr 
 
 
Sạc pin 
Đi kèm 
 
 
Hệ điều hành đi kèm 
Windows 10 SL 
 
 
Trọng Lượng 
1.5kg 
 
 
Màu sắc 
Celestial Blue",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/asus_1.jpg,http://shopacg.bmic.edu.vn/san-pham/asus-zenbook-ux481fl-bm048t-i5-10210u-8gd-512g-ssf-14-0-vga-2gd5-w10/,"ASUS","Shop Linh Kiện Máy Tính",29390000VND,in stock,wc_post_id_1612,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1612,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29390000VND,new,published,,
VGA_1617,"Dây Cable VGA Sang VGA loại 1.5M(Loại xịn)","Dây Cable VGA Sang VGA loại 1.5M(Loại xịn)",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk14.jpg,http://shopacg.bmic.edu.vn/san-pham/day-cable-vga-sang-vga-loai-1-5mloai-xin/,"DÂY CÁP CÁC LOẠI, LINH KIỆN KHÁC","Shop Linh Kiện Máy Tính",50000VND,in stock,VGA_1617,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1617,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50000VND,new,published,,
CAP334_1615,"Cáp HDMI Unitek 2.0M","Cáp HDMI Unitek 2.0M",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk13.jpg,http://shopacg.bmic.edu.vn/san-pham/cap-hdmi-unitek-2-0m/,"DÂY CÁP CÁC LOẠI, LINH KIỆN KHÁC","Shop Linh Kiện Máy Tính",99000VND,in stock,CAP334_1615,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1615,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99000VND,new,published,,
SOKA060_1613,"Kaspersky Anti virus (1key for 3PC/1 year)","Kaspersky Anti virus (1key for 3PC/1 year)",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk12.png,http://shopacg.bmic.edu.vn/san-pham/kaspersky-anti-virus-1key-for-3pc-1-year/,"PHẦN MỀM","Shop Linh Kiện Máy Tính",309000VND,in stock,SOKA060_1613,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1613,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,309000VND,new,published,,
PMOF0016_1609,"Office Home and Student 2019","Office Home and Student 2019",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk11.jpg,http://shopacg.bmic.edu.vn/san-pham/office-home-and-student-2019/,"PHẦN MỀM","Shop Linh Kiện Máy Tính",2089000VND,in stock,PMOF0016_1609,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1609,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2089000VND,new,published,,
FQC-08929_1605,"Window 10 Pro 64-bit OEM","Window 10 Pro 64-bit OEM 
 
 
Microsoft đang hướng Windows 10 trở thành dịch vụ chứ không đơn thuần là sản phẩm. Công ty cũng cố gắng thuyết phục người dùng hệ điều hành mới sẽ tới với nhiều tính năng nổi trội: Start Menu trở lại với nhiều cải tiến; trình duyệt web mới Edge hiện đại; trợ lý ảo Cortana toàn năng trên PC; Windows Hello xác thực sinh trắc học; tính năng Continuum giúp các ứng dụng universal chạy được trên nhiều loại thiết bị tương thích với kích cỡ màn hình khác nhau; duy nhất một cửa hàng ứng dụng Windows Store, và đám mây OneDrive đem lại trải nghiệm liền mạch cho người dùng bất kể là sử dụng PC, máy tính bảng hay smartphone với một tài khoản Microsoft. 
 
Start Menu trở lại, truyền thống kết hợp hiện đại 
 
Sau khi bị Microsoft loại khỏi Windows 8, nút Start đã quay trở lại với bản nâng cấp Windows 8.1. Tuy nhiên Start Screen không làm thỏa mãn người dùng PC vì vẫn dựa trên triết lý lấy màn hình cảm ứng làm trung tâm. Lần này, với Windows 10, Microsoft cải tiến giao diện Start Menu liên tục qua các bản Build phát hành trong giai đoạn Preview mấy tháng qua cho thấy hãng đã coi trọng ảnh hưởng của nút Start tới sự thành công của Windows 10. 
 
Microsoft đã “lột xác” Start Menu, gồm hai cột kết hợp từ giao diện Start Menu của Windows 7 và Start Screen của Windows 8. Start Menu bây giờ có khả năng mở rộng ra toàn màn hình và linh hoạt hơn hẳn. Tùy theo thiết bị đang dùng, bạn có thể bỏ đi một phần của giao diện Start cho gọn: ẩn cột menu bên trái để giao diện tập trung cho các Tile; hoặc nếu không hứng thú với hiệu ứng của các Tile, bạn có thể bỏ (Unpin) toàn bộ các Tile để giao diện Start chỉ còn lại cột menu bên trái như trên Windows 95/2000. 
 
Trợ lý ảo Cortana lên PC 
 
Cortana trên Windows 10 là lời đáp của Microsoft đối với Siri và Google Now. Bạn chỉ việc nói vào micro của thiết bị, đặt câu hỏi hoặc ra lệnh điều khiển, Cortana sẽ trả lời câu hỏi hoặc thực hiện theo khẩu lệnh của bạn. Cortana thậm chí còn được dùng để nhập thông tin vào ô tìm kiếm (nằm ngay bên phải nút Start) thay cho gõ chữ. Khi bạn nhấn vào ô tìm kiếm sẽ làm bật lên khung hình chữ nhật trên đó có những thông tin theo thời gian thực đã được cá nhân hóa cho bạn, như tin tức và thời tiết trong khu vực. 
 
Cortana chỉ hoạt động khi thiết bị được kết nối Internet và bạn đăng nhập với một tài khoản Microsoft. 
 
Continuum linh hoạt nhận biết thiết bị 
 
Tính năng mới Continuum giúp Windows 10 tự động điều chỉnh phù hợp với loại thiết bị bạn đang dùng và kích cỡ màn hình tương ứng. Với thiết bị lai 2-trong-1 chẳng hạn, nếu đang tương tác với chuột và bàn phím bạn sẽ được trải nghiệm Windows 10 trong môi trường tiêu chuẩn của PC; nhưng nếu tháo bàn phím ra, giao diện sẽ thay đổi ngay bằng chế độ Tablet phù hợp với việc điều khiển chạm bằng ngón tay trên màn hình cảm ứng của máy tính bảng. 
 
Nhờ tính năng Continuum, các ứng dụng cho giao diện Modern UI có từ thời Windows 8 khi chạy trên Windows 10 trong chế độ Tablet sẽ hiển thị toàn màn hình. Trong chế độ desktop, những ứng dụng này sẽ chạy trong các cửa sổ Windows. 
 
Task View và tổ chức nhiều desktop 
 
Nút Task View nằm ngay trên thanh tác vụ Taskbar (bên phải ô tìm kiếm Cortana) cho phép bạn tạo và quản lý nhiều môi trường desktop khác nhau để tổ chức các cửa sổ chương trình đang chạy theo từng mục đích riêng. Việc duyệt và chuyển truy cập qua lại giữa các cửa sổ đang chạy sẽ tiện và nhanh hơn hẳn. 
 
Bạn có thể nhanh chóng thêm hay đóng bớt một desktop; hoặc chuyển một cửa sổ chương trình từ desktop này sang desktop khác đơn giản bằng thao tác kéo và thả. 
 
Windows Store và ứng dụng chạy mọi nơi (universal) 
 
Windows 10 là hệ điều hành hợp nhất cho phép người dùng tạo ra hệ sinh thái riêng của mình với một tài khoản Microsoft. Tính năng tự động đồng bộ dữ liệu và các ứng dụng universal chạy được trên nhiều loại thiết bị mà người dùng mua một lần từ cửa hàng trực tuyến hợp nhất – Windows Store, sẽ đem lại trải nghiệm liền mạch cho dù thiết bị là PC, smartphone, hay máy tính bảng. Các ứng dụng universal sẽ nhận biết thiết bị và tự động thay đổi giao diện hiển thị cho phù hợp với kích thước màn hình. 
 
Trình duyệt mới Edge tăng bảo mật, thêm khả năng tương tác 
 
Trình duyệt web mặc định trên Windows 10 là Edge, tên chính thức của Spartan Project. IE vẫn còn, nhưng ẩn mình trong nhóm Windows Accessories. 
 
Khi bạn nhấn vào biểu tượng ghi chú (Web Note) ở góc trên bên phải trình duyệt sẽ làm xuất hiện các công cụ cho phép bạn tương tác với trang web. Bạn có thể tô sáng chỗ cần lưu ý trên trang web rồi ghi lại thành file ảnh, hay sao chép một vùng để dán sang ứng dụng khác. Trình duyệt mới còn hỗ trợ chế độ duyệt web riêng tư (mở tab mới với lựa chọn New InPrivate Windows). Mọi dữ liệu cookies, history và các tập tin tạm sẽ bị xóa sạch trên máy khi bạn đóng tab InPrivate. 
 
Trình duyệt mới hỗ trợ cả Cortana. Trong khi duyệt web bạn có thể hỏi Cortana và máy tìm kiếm Bing sẽ đưa ra các kết quả liên quan. 
 
Windows Hello xác thực sinh trắc học thay mật khẩu 
 
Microsoft đưa hệ thống xác thực sinh trắc học Windows Hello vào Windows 10 thay cho mật khẩu. Dù vậy vẫn còn phải chờ các máy tính mới tích hợp camera và đầu đọc vân tay hỗ trợ tính năng này. Windows Hello hỗ trợ nhận dạng khuôn mặt, quét mống mắt và cảm biến vân tay. 
 
Cuộc đua tới giờ G 
 
Microsoft đã công bố sẽ chính thức phát hành rộng rãi phiên bản Windows 10 cho PC và máy tính bảng vào ngày 29/7 tới đây. Người dùng Windows 7 và Windows 8.1 có bản quyền đã được phép đăng ký trước để nâng cấp kể từ ngày này. Người dùng cũng có thể mua riêng Windows 10 để cài cho PC mới của mình, với giá 119 USD cho bản Windows 10 Home, và 199 USD cho bản Windows 10 Professional. 
 
Các nhà sản xuất phần cứng đang gấp rút chạy đua với thời gian để kịp đưa Windows 10 lên những lô hàng PC sắp ra lò. Dell, Lenovo đều dự tính xuất xưởng PC chạy Windows 10 ngay thời điểm 29/7. Acer cũng tyên bố sẽ sớm tung ra PC chạy Windows 10. HP thì khẳng định tất cả PC mà hãng bán trong năm 2015 đều tương thích với Windows 10. 
 
Việc cho phép nâng cấp miễn phí lên Windows 10 trong năm đầu tiên với các thiết bị chạy Windows 7/8.1 là “củ cà rốt” của Microsoft, bên cạnh đó còn có “cây gậy” tính phí nâng cấp về sau thúc dục những ai còn chần chừ hãy sớm nâng cấp lên Windows 10 để được hưởng ưu đãi miễn phí. 
 
Với chương trình Insider, mở rộng cho nhiều người tham gia chạy thử và đóng góp ý kiến, Microsoft đang tận dụng trí tuệ số đông để phát triển Windows 10, kỳ vọng sẽ dành được niềm tin của người dùng vào thời di động đang ngày càng lấn át thị trường PC truyền thống.",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk10.jpg,http://shopacg.bmic.edu.vn/san-pham/window-10-pro-64-bit-oem/,"PHẦN MỀM","Shop Linh Kiện Máy Tính",3149000VND,in stock,FQC-08929_1605,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1605,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3149000VND,new,published,,
X628C+ID_1603,"Máy chấm công vân tay Ronal Jack X628C+ID","Máy chấm công vân tay Ronal Jack X628C+ID",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk9.jpg,http://shopacg.bmic.edu.vn/san-pham/may-cham-cong-van-tay-ronal-jack-x628cid/,"MÁY CHẤM CÔNG","Shop Linh Kiện Máy Tính",3090000VND,in stock,X628C+ID_1603,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1603,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3090000VND,new,published,,
X938C_1599,"Máy chấm công vân tay và thẻ cảm ứng Ronald Jack X938C","Máy chấm công vân tay và thẻ cảm ứng Ronald Jack X938C 
 
 
MÔ TẢ CHI TIẾT 
 
Máy chấm công vân tay và thẻ cảm ứng RONALD JACK X938C 
 
– Tính năng máy chấm công và thẻ cảm ứng: Màn hình màu TFT 
 
– Tích hợp Pin lưu điện trong 8 giờ 
 
– Chấm công bằng dấu vân tay với màn hình màu tuyệt đẹp. 
 
– Quản lý đến 3.000 dấu vân tay và 3000 thẻ cảm ứng + Password 
 
– Một người có thể đăng ký 10 dấu vân tay và password 
 
– Sử dụng Chip xử lý Intel của Mỹ 
 
– Sử dụng Sensor thế hệ mới chống trầy, chống mài mòn . 
 
– Dung lượng nhớ lưu trữ trong máy 100.000 IN/OUT 
 
– Pin lưu điện gắn bên trong máy 
 
– Kết nối với máy tính qua cổng RS – 232/485, TCP/IP + USB 
 
– Chuông báo giờ vào, ra, tăng ca, có 15 kiểu chuông 
 
– Hiển thị tên người chấm công lên máy. 
 
– Dữ liệu trong máy không bị mất khi xãy ra cúp điện. 
 
– Tốc độ xử lý nhanh &lt;1s/1lần chấm công. 
 
Ưu điểm: 
 
– Kết hợp sử dụng dấu vân tay và thẻ cảm ứng 
 
– Bảo mật cao, hiển thị Tiếng Anh và Tiếng Việt 
 
– Phần mềm quản lý tên nhân viên, số vân tay, giờ công chi tiết & tổng hợp… được xuất ra file Excel để tính lương…",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk8.jpg,http://shopacg.bmic.edu.vn/san-pham/may-cham-cong-van-tay-va-the-cam-ung-ronald-jack-x938c/,"MÁY CHẤM CÔNG","Shop Linh Kiện Máy Tính",3590000VND,in stock,X938C_1599,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1599,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3590000VND,new,published,,
RJ550_1596,"Máy chấm công vân tay RonalJack RJ550","Máy chấm công vân tay RonalJack RJ550 
 
 
 
MÁY CHẤM CÔNG  VÂN TAY RONALD JACK RJ550 
 
  Công nghệ mới nhất 2015 
  Tên sản phẩm: Ronald Jack  RJ550 
  Màn hình: 2.8 'TFT 
  Công suất vân tay: 1.000 dấu vân tay 
  Mỗi người có thể khai báo 10 dấu vân tay 
  Dung lượng bộ nhớ: 50.000 lần giao dịch 
  Tích hợp âm thanh và password bảo vệ máy 
  Có thể hẹn giờ mở / tắt máy =&gt; An toàn và tiết kiệm điện 
  Dữ liệu lưu trong máy không bị mất khi xãy ra cúp điện. 
  Kết nối: TCP/IP, USB, Password bảo vệ máy 
  Phần mềm: Wise Eye 2010 
  Nguồn cung cấp: DC 12V 1.5A 
  Xác minh Thời gian:  ≤0.5 sec 
  Nhiệt độ hoạt động:  0 ° C-45 ° C 
  Độ ẩm hoạt động: 20% -80% 
  Kích thước ( W* D * H) : 184mm x 136mm x 37.6mm 
 
Ưu điểm: 
 
- Bảo mật cao: không chấm công dùm được. 
 
Đặc biệt với phầm mềm chấm công tiếng Việt Wise Eye 2014: 
• Chấm công theo ca, giờ hành chánh…phù hợp với nhu cầu của các công ty, xưởng sản xuất, nhà hàng,… 
• Xuất dữ liệu chấm công ra Excel ( bảng chi tiết, tổng hợp ngày/ tuần/ tháng…) 
• Phần mềm chạy trên nền Access2000 hoặc SQL nên rất ổn định không bị mất dữ liệu khi cài lại máy",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk7.jpg,http://shopacg.bmic.edu.vn/san-pham/may-cham-cong-van-tay-ronaljack-rj550/,"MÁY CHẤM CÔNG","Shop Linh Kiện Máy Tính",2490000VND,in stock,RJ550_1596,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1596,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2490000VND,new,published,,
wc_post_id_1594,"HP 15s-du0068TX (8AG28PA)/ i5-8265U/ 8GB/ 1TB/ VGA 2GB/ 15.6/ W10/ Silver","Hãng sản xuât                                                           HP 
 
 
Tên sản phẩm                                                           15s-du0068TX 8AG28PA 
 
 
Bộ vi xử lý 
 
 
Bộ vi xử lý 
Intel Core i5-8265U 
 
 
Tốc độ 
1.60 GHz upto 3.90 GHz, 4 Cores 8 Threads 
 
 
Bộ nhớ đệm 
6MB Cache 
 
 
Bộ nhớ trong 
 
 
Dung lượng 
8GB 
 
 
Ổ cứng 
 
 
Dung lượng 
1TB 
 
 
Hiển thị 
 
 
Màn hình 
15.6inch HD 
 
 
Độ phân giải 
(1366 x 768) 
 
 
Đồ Họa (VGA) 
 
 
Card màn hình 
Nvidia MX130 2Gb GDDR5 
 
 
Kết nối (Network) 
 
 
Wireless 
802.11ac 
 
 
Lan 
10/100/1000Mbps 
 
 
Bluetooth 
Bluetooth v4.1 
 
 
Bàn phím , Chuột 
 
 
Kiểu bàn phím 
Bàn phím tiêu chuẩn, có bàn phím số 
 
 
Chuột 
Cảm ứng đa điểm 
 
 
Giao tiếp mở rộng 
 
 
Kết nối USB 
1 USB 3.1 Gen 1 Type-C™, 2 USB 3.1 Gen 1 Type-A 
 
 
Kết nối HDMI/VGA 
1xHDMI 
 
 
Khe cắm thẻ nhớ 
 
 
 
Tai nghe 
1x jack 3.5mn 
 
 
Camera 
HD camera 
 
 
Sạc pin 
Đi kèm 
 
 
Hệ điều hành đi kèm 
Windows 10 
 
 
Màu sắc 
Bạc",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/hp_8.jpg,http://shopacg.bmic.edu.vn/san-pham/hp-15s-du0068tx-8ag28pa-i5-8265u-8gb-1tb-vga-2gb-15-6-w10-silver/,"HP","Shop Linh Kiện Máy Tính",14390000VND,in stock,wc_post_id_1594,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1594,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,14000000VND,new,published,,
SA500_1591,"Optoma SA500","Optoma SA500 
 
 
Thông tin chi tiết sản phẩm : 
 
Công nghệ hiển thị: DLP 
 
Độ phân giải gốc: SVGA 800 x 600 
 
Độ sáng: 3600 ANSI Lumens 
 
Tương phản: 22,000:1 
 
Nguồn sáng: Đèn 
 
Tuổi thọ bóng đèn: 6000/10000/12000/15000 giờ (chế độ Bright / Eco / Dynamic / ECO +) 
 
Tỷ lệ ném: 1.94~2.16:1 
 
Đầu nối I / O: HDMI V1.4a x1, VGA-in x1, Composite x1, Âm thanh-in x1, Âm thanh-out x1, USB Type-A x1 
 
Loa (Watts): 10W 
 
Chỉnh sửa Keystone: ± 40 ° dọc 
 
Trọng lượng (Kg): 3.0 
 
Kích thước (W x D x H) (mm): 316 x 243.5 x 98 
 
Tỷ lệ khung hình: 4: 3 Gốc, Tương thích 16: 9 
 
Kích thước hình ảnh được chiếu: 25” – 250” 
 
Khoảng cách chiếu: 1,0 ~ 10 m 
 
Ống kính chiếu: F = 2,41 ~ 2,53; f = 21,85 ~ 24 mm; Zoom thủ công 1,1x 
 
Máy tính tương thích: UXGA, SXGA, WXGA, HD, XGA, SVGA, VGA, Mac 
 
Khả năng tương thích video: HDTV (720p, 1080i / p), SDTV (480i / p, 576i / p) 
 
Màu có thể hiển thị: 1073,4 triệu màu (10 bit) 
 
Mức độ ồn: 27 dB (chế độ Eco) 
 
Cung cấp năng lượng: 100 ?? 240V, 50 ?? 60Hz, tự động chuyển đổi 
 
Loại đèn: 203W 
 
Tính đồng nhất: 85% 
 
Bảo hành: 24 Tháng cho thân máy ( 1 năm hoặc 1000h cho bóng đèn)",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/mk6.jpg,http://shopacg.bmic.edu.vn/san-pham/optoma-sa500/,"MÁY CHIẾU","Shop Linh Kiện Máy Tính",7899000VND,in stock,SA500_1591,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1591,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7899000VND,new,published,,
